tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Tenente General Napion ,,Escola Municipal Tenente General Napion,sim,33069441,,Avenida Almirante Frontin,,,Ramos,na,10ª Região Administrativa (Ramos),Subprefeitura Zona Norte,21030-040,Rio de Janeiro,RJ,21,3105-8851 / 3105-8766,,emnapion@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ramos,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,10ª Região Administrativa (Ramos),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,846996399307","-43,246718775462",430005,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Armando de Salles Oliveira ,,Escola Municipal Armando de Salles Oliveira,sim,33069123,,Rua Gerson Ferreira,,,Ramos,na,10ª Região Administrativa (Ramos),Subprefeitura Zona Norte,21031-040,Rio de Janeiro,RJ,21,3868-0013 / 3105-9338,,emsalles@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ramos,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,10ª Região Administrativa (Ramos),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8416","-43,2496",430006,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Leonel de Moura Brizola ,CIEP,Centro Integrado de Educação Pública Leonel de Moura Brizola,sim,33068720,,Avenida Brasil,s/n,,Ramos,na,10ª Região Administrativa (Ramos),Subprefeitura Zona Norte,21030-001,Rio de Janeiro,RJ,21,3105-9934 / 3887-2691,,ciepbrizola@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ramos,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,10ª Região Administrativa (Ramos),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,839035167235","-43,253163965601",430503,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal George Sumner ,,Escola Municipal George Sumner,sim,33072760,,Rua Ana Néri,,,Riachuelo,na,13ª Região Administrativa (Méier),Subprefeitura Zona Norte,20960-002,Rio de Janeiro,RJ,21,3278-3196 / 3278-3338,,emsummer@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Riachuelo,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,13ª Região Administrativa (Méier),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9007","-43,2554",312009,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Presidente Kennedy ,,Escola Municipal Presidente Kennedy,sim,33073120,,Rua Vitor Meireles,145,,Riachuelo,na,13ª Região Administrativa (Méier),Subprefeitura Zona Norte,20950-230,Rio de Janeiro,RJ,21,3278-4084 / 2218-5494,,empkennedy@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Riachuelo,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,13ª Região Administrativa (Méier),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,903010267268","-43,257577344784",313004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Senegal ,,Escola Municipal Senegal,sim,33073260,,Rua Vitor Meireles,,,Riachuelo,na,13ª Região Administrativa (Méier),Subprefeitura Zona Norte,20950-230,Rio de Janeiro,RJ,21,3278-5127 / 3278-5563,,emsenegal@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Riachuelo,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,13ª Região Administrativa (Méier),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,903287646241","-43,257902682207",313501,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Gurgel do Amaral ,,Escola Municipal Gurgel do Amaral,sim,33086060,,Rua Gustavo Augusto de Rezende,,,Portuguesa,na,20ª Região Administrativa (Ilha do Governador),Subprefeitura Ilha do Governador,21931-570,Rio de Janeiro,RJ,21,3975-5786 / 3393-2250,,emgurgel@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Ilha do Governador,Portuguesa,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,20ª Região Administrativa (Ilha do Governador),,,,,,,,,,,,,,,em atividade,"-22,7994","-43,2072",420021,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Maestro Francisco Braga ,,Escola Municipal Maestro Francisco Braga,sim,33086109,,Rua Haroldo Lobo,533,,Portuguesa,na,20ª Região Administrativa (Ilha do Governador),Subprefeitura Ilha do Governador,21931-580,Rio de Janeiro,RJ,21,3975-5815 / 3393-4460,,emfbraga@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Ilha do Governador,Portuguesa,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,20ª Região Administrativa (Ilha do Governador),,,,,,,,,,,,,,,em atividade,"-22,799670328376","-43,2097",420022,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Doutor Antônio Monteiro ,,Creche Municipal Doutor Antônio Monteiro,sim,33122741,,Estrada Governador Chagas Freitas,s/n,,Portuguesa,na,20ª Região Administrativa (Ilha do Governador),Subprefeitura Ilha do Governador,21931-610,Rio de Janeiro,RJ,21,3975-6082,,cmdmonteiro@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Ilha do Governador,Portuguesa,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,20ª Região Administrativa (Ilha do Governador),,,,,,,,,,,,,,,em atividade,"-22,796199486031","-43,207390618033",420603,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Alexandre Farah ,,Escola Municipal Alexandre Farah,sim,33086850,,Praça Vicente de Oliveira Silva,214,,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21620-620,Rio de Janeiro,RJ,21,3358-1102,,emfarah@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8361","-43,3968",622007,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Zituo Yoneshigue ,,Escola Municipal Prof. Zituo Yoneshigue,sim,33087334,,Rua Moraes Pinheiro,1140,,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21640-260,Rio de Janeiro,RJ,21,3358-1074,,emzituo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,833930783634","-43,390521457672",622011,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Narbal Fontes ,,Escola Municipal Narbal Fontes,sim,33087237,,Rua Umbuzeiro,455,Fundos,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21620-610,Rio de Janeiro,RJ,21,3358-1029,,emnarbal@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8371","-43,3989",622008,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Coelho Neto ,,Escola Municipal Coelho Neto,sim,33086974,,Rua Umbuzeiro,455,,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21620-610,Rio de Janeiro,RJ,21,3358-1051,,emneto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8373","-43,3994",622009,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Noronha Santos ,,Escola Municipal Noronha Santos,sim,33087245,,Rua Umbuzeiro,455,Fundos,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21620-610,Rio de Janeiro,RJ,21,3358-1059,,emnsantos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,836880224321","-43,399413003635",622010,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Oswald de Andrade ,CIEP,Centro Integrado de Educação Pública Oswald de Andrade,sim,33086516,,Praça Zelma Pereira,s/n,,Ricardo de Albuquerque,na,22ª Região Administrativa (Anchieta),Subprefeitura Zona Norte,21625-460,Rio de Janeiro,RJ,21,3358-0959,,cieposwald@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Ricardo de Albuquerque,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,22ª Região Administrativa (Anchieta),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,832561565912","-43,3988126958",622203,,,,
O,http://maps.mootiro.org/user/profile/205,O Pólo de Educação pelo Trabalho Mario Claudio ,,Pólo de Educação pelo Trabalho Mario Claudio,sim,33162824,,Rua Rua Haddock Lobo,148,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20260-132,Rio de Janeiro,RJ,21,2273-8334 / 2213-5768,,petmario@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,sem ponto,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Mem de Sá ,,Escola Municipal Mem de Sá,sim,33063176,,Rua Campos da Paz,218,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20250-460,Rio de Janeiro,RJ,21,2293-0118 / 2293-4141,,emmsa@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9241","-43,2044",103003,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Pereira Passos ,,Escola Municipal Pereira Passos,sim,33063184,,Praça Condessa Paulo de Frontin,45,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20261-190,Rio de Janeiro,RJ,21,2293-0229 / 2273-5599,,emppassos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9244","-43,2086",103004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Mario Claudio ,,Escola Municipal Mario Claudio,sim,33063168,,Rua Haddock Lobo,148,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20260-132,Rio de Janeiro,RJ,21,2293-2996,,emclaudio@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9172","-43,2111",103005,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Jenny Gomes ,,Escola Municipal Jenny Gomes,sim,33063150,,Avenida Paulo De Frontin,,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20261-242,Rio de Janeiro,RJ,21,2273-5299,,emjgomes@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,923107563986","-43,209880904842",103006,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Direitos Humanos ,,Creche Municipal Direitos Humanos,sim,33122440,,Rua Barão De Petrópolis,724,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20251-060,Rio de Janeiro,RJ,21,2273-6570,,cmhumanos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,931354345297","-43,202077840614",103602,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Sonho Infantil ,,Creche Municipal Sonho Infantil,sim,33147370,,Rua Infante De Sagres,275,Fundos,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20261-160,Rio de Janeiro,RJ,21,2273-4219,,cminfantil@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9035393","-43,2095869",103604,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Campos da Paz ,,Creche Municipal Campos da Paz,sim,33462259,,Rua Azevedo Lima,s/n,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20250-500,Rio de Janeiro,RJ,21,2213-5813,,cmcpaz@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,922231","-43,205559",103606,,,,
O,http://maps.mootiro.org/user/profile/205,O Espaço de Desenvolvimento Infantil Profa. Simone Sousa Pimentel ,EDI,Espaço de Desenvolvimento Infantil Profa. Simone Sousa Pimentel,sim,33160880,,Rua Infante de Sagres,121,,Rio Comprido,na,3ª Região Administrativa (Rio Comprido),Subprefeitura Centro e Centro Histórico,20250-520,Rio de Janeiro,RJ,21,2225-3059,,,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,Rio Comprido,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,3ª Região Administrativa (Rio Comprido),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,910724042866","-43,226393621687",103801,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Doutor Sérgio Arouca ,,Creche Municipal Doutor Sérgio Arouca,sim,33158053,,Rua Joaquim Pizarro,10,Turano,Tijuca,na,8ª Região Administrativa (Tijuca),Subprefeitura Grande Tijuca,20261-110,Rio de Janeiro,RJ,21,3978-4279,,cmarouca@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Grande Tijuca,Tijuca,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,8ª Região Administrativa (Tijuca),,,,,,,,,,,,,,,em atividade,"-22,922517241579","-43,21556303191",208608,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal César Augusto Soares ,,Escola Municipal César Augusto Soares,sim,33072647,,Rua Cadete Paim Pamplona,50,,Sampaio,na,13ª Região Administrativa (Méier),Subprefeitura Zona Norte,20970-140,Rio de Janeiro,RJ,21,3278-4004 / 2281-2096,,emcsoares@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Sampaio,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,13ª Região Administrativa (Méier),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9011","-43,2609",313005,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Cantinho do Queto ,,Creche Municipal Cantinho do Queto,sim,33095159,,Campo de São Cristovão,115,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20921-440,Rio de Janeiro,RJ,21,3895-8630,,emgdias@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,904203576692","-43,261689503146",313606,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Virgínia Lemos ,,Creche Municipal Virgínia Lemos,sim,33141177,,Rua Paraíso,17,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20920-460,Rio de Janeiro,RJ,21,3895-3628,,cmlemos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,886","-43,2322",101602,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Nilo Pecanha ,,Escola Municipal Nilo Pecanha,sim,33066337,,Avenida Pedro II,,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20940-070,Rio de Janeiro,RJ,21,3895-8631,,emnpecanha@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9044","-43,2197",107002,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Portugal ,,Escola Municipal Portugal,sim,33066345,,Avenida do Exército,175,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20910-025,Rio de Janeiro,RJ,21,3895-8633 / 3895-8632,,emportugal@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9026","-43,2252",107003,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Floriano Peixoto ,,Escola Municipal Floriano Peixoto,sim,33066256,,Praça Argentina,20,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20920-050,Rio de Janeiro,RJ,21,3895-8636 / 3895-8634,,emfpeixoto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8979","-43,2275",107004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal João de Camargo ,,Escola Municipal João de Camargo,sim,33066299,,Rua Ricardo Machado,633,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20921-270,Rio de Janeiro,RJ,21,3895-8637,,emjcamargo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8903","-43,2301",107005,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Marechal Trompowsky ,,Escola Municipal Marechal Trompowsky,sim,33066310,,Avenida Bartolomeu de Gusmão,1100,Fundos,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20941-160,Rio de Janeiro,RJ,21,2284-1830 / 2214-1638,,emmtrompowsky@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,908","-43,2315",107006,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal José Moreira da Silva ,,Escola Municipal José Moreira da Silva,sim,33066302,,Rua dos Eucaliptos,s/n,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20911-060,Rio de Janeiro,RJ,21,3895-8639 / 3895-8638,,emjmsilva@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9038","-43,2354",107008,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Uruguai ,,Escola Municipal Uruguai,sim,33066353,,Rua Ana Néri,192,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20911-440,Rio de Janeiro,RJ,21,3895-8641 / 2589-3478,,emuruguai@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8985","-43,2378",107009,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Alice do Amaral Peixoto ,,Escola Municipal Alice do Amaral Peixoto,sim,33066205,,Rua Ferreira Araújo,119,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20920-350,Rio de Janeiro,RJ,21,3895-8648 / 3895-8647,,emdjulho@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,889639536014","-43,236267055228",107013,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Dois de Julho ,,Escola Municipal Dois de Julho,sim,33066230,,Rua Ferreira Araújo,119,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20920-350,Rio de Janeiro,RJ,21,3895-8648 / 3895-8647,,emdjulho@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8915","-43,2331",107014,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Morro dos Telégrafos ,,Escola Municipal Morro dos Telégrafos,sim,33065985,,Rua Jupará,91,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20911-060,Rio de Janeiro,RJ,21,3895-8650 / 3895-8649,,ccmtelegrafos@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9002","-43,2366",107015,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Edmundo Bittencourt ,,Escola Municipal Edmundo Bittencourt,sim,33066248,,Rua Lopes Trovão,287,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20920-340,Rio de Janeiro,RJ,21,3895-8652 / 3895-8651,,emeBitencourt@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,892852330252","-43,23420040741",107501,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Mestre Waldemiro ,,Escola Municipal Mestre Waldemiro,sim,33066329,,Avenida Bartolomeu de Gusmão,850,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20941-160,Rio de Janeiro,RJ,21,2254-3144 / 2254-0815,,emwaldemiro@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,9074","-43,2299",107502,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Adalberto Ismael de Souza ,,Creche Municipal Adalberto Ismael de Souza,sim,33094594,,Avenida Bartolomeu de Gusmão,1100,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20941-160,Rio de Janeiro,RJ,21,2264-5470,,cmadalberto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,sem ponto,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,107601,,,,
