tipo do objeto,tipo,nome por extenso,título,nome,importar,código das escolas,endereço,nº,bairro,Distrito,Sub-prefeitura,CeP,município,DDD,telefone,e-mail,Site,CNPJ,Categoria,Fonte,Link,Texto Link,Data,descrição,Palavras-chave,Palavras-chave (Categoria),Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave,público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,público-alvo 7,público-alvo 8,público-alvo 9,público-alvo 10,público-alvo 11
O,Educação,A Escola Estadual (EE) Paulo Kobayashi                                             ,EE,Paulo Kobayashi                                             ,sim,35283903,Rua Dener                                                   ,s/n,União de Vila Nova,Vila Jacuí,São Miguel Paulista,08072-132,São Paulo,(11),2037-0855,,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Jacuí,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Prof. Wilson Roberto Simonini                                 ,EE,Prof. Wilson Roberto Simonini                                 ,sim,35044349,Rua João Correia de Magalhães                               ,200,Parque Dom João Neri                                        ,Vila Curuçá,Itaim Paulista,08150-582,São Paulo,(11),2035-1820,e044349a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Alberto Schweitzer                                          ,EE,Alberto Schweitzer                                          ,sim,35002938,Praca Matações,s/n,Jardim Camargo Novo                                         ,Itaim Paulista,Itaim Paulista,08120-180,São Paulo,(11),2963-2497,e002938a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) José Borges Andrade                                         ,EE,José Borges Andrade                                         ,sim,35910260,Rua Rainha Margarida                                        ,20,Vila Curuçá                                                 ,Vila Curuçá,Itaim Paulista,08030-660,São Paulo,(11),2035-4955,e910260a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Dr. Plinio Caiado de Castro                                   ,EE,Dr. Plinio Caiado de Castro                                   ,sim,35002948,Av. João Batista Santiago                               ,s/n,Parque Santa Rita                                           ,Vila Curuçá,Itaim Paulista,08150-030,São Paulo,(11),2035-1791,e002948a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Profa. Maria Regina Machado de Castro Guimarães              ,EE,Profa. Maria Regina Machado de Castro Guimarães              ,sim,35910272,Rua Noitibo                                                 ,80,Vila Nova Curuçá                                            ,Vila Curuçá,Itaim Paulista,08031-150,São Paulo,(11),2035-1646,e910272a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Prof. Alceu Guerner Gonzalez                                 ,EE,Prof. Alceu Guerner Gonzalez                                 ,sim,35038118,Rua Cornélio de Arzão,1786,Jardim Miriam                                               ,Itaim Paulista,Itaim Paulista,08140-550,São Paulo,(11),2963-2521,e038118a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Profa. Celia Ribeiro Landim                                   ,EE,Profa. Celia Ribeiro Landim                                   ,sim,35923795,Rua Lourenço Franco do Prado,10,Jardim Nélia                                                ,Itaim Paulista,Itaim Paulista,08142-230,São Paulo,(11),2963-8421,e923795a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Itaim Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Mario Kozel Filho                                           ,EE,Mario Kozel Filho                                           ,sim,35002859,Rua Tietê                                                   ,49,Vila Seabra                                                 ,Jardim Helena,São Miguel Paulista,08180-410,São Paulo,(11),2581-4316,e002859a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Jardim Helena,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Rev. Tercio Moraes Pereira                                    ,EE,Rev. Tercio Moraes Pereira                                    ,sim,35046309,Rua Pedro Soares de Andrade                                 ,775,Vila Rosária                                                ,São Miguel Paulista,São Miguel Paulista,08021-040,São Paulo,(11),2297-8467,e046309a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,São Miguel Paulista,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Shinquichi Agari                                            ,EE,Shinquichi Agari                                            ,sim,35002999,Rua João Maximiano Mafra                                    ,351,Vila Curuçá                                                 ,Vila Curuçá,Itaim Paulista,08030-350,São Paulo,(11),2035-4466,e002999a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Educação,A Escola Estadual (EE) Marcelo Tulman Neto,EE,Marcelo Tulman Neto,sim,35902834,Rua Beladona,s/n,Jardim Miragaia                                                 ,Vila Curuçá,Itaim Paulista,08161-330,São Paulo,(11),2035-3699,e902834a@see.sp.gov.br                                      ,,,Educação,Secretaria da Educação do Estado de São Paulo,http://www.educacao.sp.gov.br/central-de-atendimento/downloads.asp,Rede Estadual de Educação,01/05/2012,,Educação e Sustentabilidade,Escola Estadual,Vila Curuçá,Escola,sem ponto,,crianças (7-12),adolescentes (13-17),,,,,,,,,
O,Rede de Acolhida,O Centro de Acolhida São Miguel II,,Centro de Acolhida São Miguel II,sim,,Rua Ribeiro dos Santos,165,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-410,São Paulo,(11),2058-3948,,,,Assistência Social ,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Centros de Acolhida,30/07/2012,,Educação e Sustentabilidade,,São Miguel Paulista,Rede de Acolhida,sem ponto,,adultos (26-59),,,,,,,,,,
O,Rede de Acolhida,O Centro de Acolhida São Miguel,,Centro de Acolhida São Miguel,sim,,Av. Marechal Tito,1533,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-090,São Paulo,(11),2058-3948 ,acolhidasaomiguel@santaluciasp.org,,,Assistência Social ,Secretaria Municipal de Assistência Social,http://www.prefeitura.sp.gov.br/cidade/secretarias/assistencia_social/teste/index.php?p=17317,Centros de Acolhida,30/07/2012,,Educação e Sustentabilidade,,São Miguel Paulista,Rede de Acolhida,sem ponto,,adultos (26-59),,,,,,,,,,
O,Assistência Social,O Centro de Referência de Assistência Social (CRAS) Itaim Paulista,CRAS -,Centro de Referência de Assistência Social Itaim Paulista,sim,,Estrada Dom João Nery,55/58,Vila Silva Teles,Vila Curuçá,Itaim Paulista,08151-000,São Paulo,(11),2568-3118,crasitaim@prefeitura.sp.gov.br,,,Assistência Social ,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Rede Nossa São Paulo,30/07/2012,,Educação e Sustentabilidade,,Vila Curuçá,CRAS,sem ponto,,comunidade em geral,,,,,,,,,,
O,Assistência Social,O Centro de Referência de Assistência Social (CRAS) São Miguel Paulista,CRAS -,Centro de Referência de Assistência Social São Miguel Paulista,sim,,Rua Dona Ana Flora Pinheiro de Souza,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,(11),2033-0385,crassaomiguelpaulista@prefeitura.sp.gov.br,,,Assistência Social ,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Rede Nossa São Paulo,30/07/2012,,Educação e Sustentabilidade,,Vila Jacuí,CRAS,sem ponto,,comunidade em geral,,,,,,,,,,
R,Saúde,O Núcleo Integrado de Saúde Auditiva (NISA) São Miguel Paulista,,Núcleo Integrado de Saúde Auditiva São Miguel Paulista - NISA,sim,,Rua Antônio Gama de Cerqueira,347,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-130,São Paulo,(11),2956-9099,,,,Saúde,,,,,,Educação e Sustentabilidade,Saúde Auditiva,São Miguel Paulista,NISA,sem ponto,,comunidade em geral,,,,,,,,,,
R,Saúde,O Núcleo Integrado de Reabilitação (NIR) Jardim Camargo Novo,,Núcleo Integrado de Reabilitação Jardim Camargo Novo - NIR,sim,,Rua Boiguaçu,51,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08121-270,São Paulo,(11),2963-2610/2567-5959,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Reabilitação,30/07/2012,,Educação e Sustentabilidade,Reabilitação,Itaim Paulista,NIR,sem ponto,,comunidade em geral,,,,,,,,,,
R,Saúde,O Núcleo Integrado de Reabilitação (NIR) Jardim Campos,,Núcleo Integrado de Reabilitação Jardim Campos - NIR,sim,,Rua Crescente,97,Jardim Campos,Vila Curuçá,Itaim Paulista,08152-090,São Paulo,(11),2035-4922/2035-4034,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Reabilitação,30/07/2012,,Educação e Sustentabilidade,Reabilitação,Vila Curuçá,NIR,sem ponto,,comunidade em geral,,,,,,,,,,
R,Saúde,O Núcleo Integrado de Reabilitação (NIR) Tito Lopes da Silva,,Núcleo Integrado de Reabilitação Tito Lopes da Silva - NIR,sim,,Rua Prof. Antônio Gama de Cerqueira,347,Vila Americana                                              ,São Miguel Paulista,São Miguel Paulista,08010-130,São Paulo,(11),2956-9099,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Reabilitação,30/07/2012,,Educação e Sustentabilidade,Reabilitação,São Miguel Paulista,NIR,sem ponto,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Testagem e Aconselhamento Sérgio Arouca - CTA DST/Aids,,Centro de Testagem e Aconselhamento Sérgio Arouca - CTA DST/Aids,sim,,Rua Valente De Novais,132,Itaim Paulista,Itaim Paulista,Itaim Paulista,08120-420,São Paulo,(11),2561-3052/2963-3458,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,DST/Aids,30/07/2012,,Educação e Sustentabilidade,DSTs/Aids,Itaim Paulista,NIR,sem ponto,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Testagem e Aconselhamento São Miguel - CTA DST/Aids,,Centro de Testagem e Aconselhamento São Miguel - CTA DST/Aids,sim,,Rua Engenheiro Manuel Osorio,151,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-160,São Paulo,(11),2097-6052,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,DST/Aids,30/07/2012,,Educação e Sustentabilidade,DSTs/Aids,São Miguel Paulista,CTA,sem ponto,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Referência em Saúde do Trabalhador - CTA DST/Aids,,Centro de Referência em Saúde do Trabalhador da Leste,sim,,Rua Prof. Antônio Gama de Cerqueira,347,Vila Americana                                              ,São Miguel Paulista,São Miguel Paulista,08010-130,São Paulo,(11),"2956-9099, Ramal 213",,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Saúde do trabalhador,30/07/2012,,Educação e Sustentabilidade,Saúde do trabalhador,São Miguel Paulista,CTA,sem ponto,,trabalhadores,,,,,,,,,,
O,Saúde,A Clínica Odontológica de Especialidades Vila Americana,,Clínica Odontológica de Especialidades Vila Americana,sim,,Rua Prof. Antônio Gama de Cerqueira,347,Vila Americana                                              ,São Miguel Paulista,São Miguel Paulista,08010-130,São Paulo,(11),2956-9099,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Clínica Odontológica,30/07/2012,,Educação e Sustentabilidade,Saúde Bucal,São Miguel Paulista,sem ponto,,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Especialidades Odontológicas Jardim Aimoré,,Centro de Especialidades Odontológicas Jardim Aimoré,sim,,Praça Major Jose Levy Sobrinho,139,Jardim Aimoré,Jardim Helena,São Miguel Paulista,08110-460,São Paulo,(11),2561-9443,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Clínica Odontológica,30/07/2012,,Educação e Sustentabilidade,Saúde Bucal,Jardim Helena,sem ponto,,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Convivência e Cooperativa Parque Santa Amélia,,Centro de Convivência e Cooperativa Parque Santa Amélia,sim,,Rua Timóteo Correia De Goes,100,Parque Santa Amélia,Itaim Paulista,Itaim Paulista,08122-490,São Paulo,(11),2963-2446,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Reinserção social,30/07/2012,,Educação e Sustentabilidade,Reabilitação,Itaim Paulista,sem ponto,,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Convivência e Cooperativa Parque Ecológico Chico Mendes,,Centro de Convivência e Cooperativa Parque Ecológico Chico Mendes,sim,,Rua Cembira,1201,Vila Curuçá,Vila Curuçá,Itaim Paulista,08032-010,São Paulo,(11),2035-3130,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Reinserção social,30/07/2012,,Educação e Sustentabilidade,Reabilitação,Vila Curuçá,sem ponto,,,comunidade em geral,,,,,,,,,,
O,Saúde,O Centro de Atendimento Psicossocial Infantil São Miguel,CAPS Infantil -,Centro de Atendimento Psicossocial Infantil São Miguel,sim,,Rua Miguel de Oliveira,195,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08062-040,São Paulo,(11),2214-7364,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Atendimento Psicossocial,30/07/2012,,Educação e Sustentabilidade,Atendimento Psicossocial,São Miguel Paulista,CAPS,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Saúde,O Centro de Atendimento Psicossocial Adulto Itaim Paulista,CAPS Adulto -,Centro de Atendimento Psicossocial Adulto Itaim Paulista,sim,,Rua Cembira,992,Vila Curuçá,Vila Curuçá,Itaim Paulista,08032-010,São Paulo,(11),2016-3696,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Atendimento Psicossocial,30/07/2012,,Educação e Sustentabilidade,Atendimento Psicossocial,Vila Curuçá,CAPS,sem ponto,,jovens (18-25),adultos (26-59),idosos (>60),,,,,,,,
O,Saúde,O Centro de Atendimento Psicossocial Adulto São Miguel,CAPS Adulto -,Centro de Atendimento Psicossocial Adulto São Miguel,sim,,Rua Otávio de Rosa,37,Vila Curuçá,Vila Curuçá,Itaim Paulista,08011-150,São Paulo,(11),2956-8047,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Atendimento Psicossocial,30/07/2012,,Educação e Sustentabilidade,Atendimento Psicossocial,Vila Curuçá,CAPS,sem ponto,,jovens (18-25),adultos (26-59),idosos (>60),,,,,,,,
O,Saúde,O Centro de Atendimento Psicossocial Alcool e Drogas Jardim Nélia,CAPS Alcool e Drogas -,Centro de Atendimento Psicossocial Alcool e Drogas Jardim Nélia,sim,,Rua Valente De Novais,51,Itaim Paulista,Itaim Paulista,Itaim Paulista,08120-420,São Paulo,(11),2561-8085,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Atendimento Psicossocial,30/07/2012,,Educação e Sustentabilidade,Atendimento Psicossocial,Itaim Paulista,CAPS,sem ponto,,comunidade em geral,,,,,,,,,,
O,Saúde,"A Assistência Médica Ambulatorial de Especialidades Texima Boa Esperança
",AMAE -,"Assistência Médica Ambulatorial de Especialidades Texima Boa Esperança
",sim,,Avenida Marechal Tito,6577,Itaim Paulista,Itaim Paulista,Itaim Paulista,08115-100,São Paulo,(11),2571-5148/2572-2573,,,,Saúde,Rede Nossa São Paulo,http://www.nossaSãopaulo.org.br/geo/eqpsp.php,Assistência Médica,30/07/2012,,Educação e Sustentabilidade,Assistência Médica,Itaim Paulista,sem ponto,,,comunidade em geral,,,,,,,,,,
O,Assistência Social,O Centro de Referência Especializado de Assistência Social São Miguel,CREAS Itaim Paulista -,Centro de Referência Especializado de Assistência Social,sim,,Rua Celso Barbosa Lima,501/503,Jardim Silva Teles                                          ,Itaim Paulista,Itaim Paulista,08160-600,São Paulo,(11),2569-2797,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,Itaim Paulista,CREAS,sem ponto,,comunidade em geral,,,,,,,,,,
O,Rede de Acolhida,O Centro de Referência da Criança e Adolescente São Miguel,CRECA -,Centro de Referência da Criança e Adolescente São Miguel,sim,,Rua José Ferreira Crespo,694,Jardim São Vicente ,São Miguel Paulista,São Miguel Paulista,08021-480,São Paulo,(11),2058-2361,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,São Miguel Paulista,Abrigo,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Rede de Acolhida,O Abrigo para Crianças e Adolescentes,,Abrigo para Crianças e Adolescentes Vila Rosária,sim,,Rua João Nery de Carvalho,215,Vila Rosária ,São Miguel Paulista,São Miguel Paulista,08021-010,São Paulo,(11),2058-2541,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,São Miguel Paulista,Abrigo,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Rede de Acolhida,O Abrigo para Criança e Adolescentes São Miguel Paulista/Lapena,,Abrigo para Criança e Adolescentes São Miguel Paulista/Lapena,sim,,Rua Evangelina Destro,193,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08011-360,São Paulo,(11),2058-2079,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,São Miguel Paulista,Abrigo,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Rede de Acolhida,O Abrigo para Crianças e Adolescentes Maria Imaculada (AMA),,Abrigo para Crianças e Adolescentes Maria Imaculada (AMA),sim,,Rua Antônio Camacho,67,Vila Nitro Operária,São Miguel Paulista,São Miguel Paulista,08010-430,São Paulo,(11),6132-6121,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,São Miguel Paulista,Abrigo,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Rede de Acolhida,O Abrigo Nossa Senhora Auxiliadora,,Abrigo Nossa Senhora Auxiliadora São Miguel Paulista,sim,,Rua Osvaldo Santini,100,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08011-290,São Paulo,(11),2058-0915,,,,Assistência Social,,,,,,Educação e Sustentabilidade,,São Miguel Paulista,Abrigo,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,
O,Conselho Tutelar,O Conselho Tutelar Itaim Paulista,,Conselho Tutelar Itaim Paulista,sim,,Rua Caraipê das Águas,23/23 B,Vila Curuçá,Vila Curuçá,Itaim Paulista,08161-360,São Paulo,(11),"2572-0216, Celular de Plantão: 99617-9164 / 99618-2588",,,,Assistência Social,Secretaria Municipal de Participação e Parceria,http://www.prefeitura.sp.gov.br/cidade/secretarias/participacao_parceria/conselhos/cmdca/conselhos_tutelares/zona_leste/index.php?p=1491,Conselhos Tutelares,30/07/2012,,Educação e Sustentabilidade,Proteção a criança e adolescente,Vila Curuçá,Conselho Tutelar,sem ponto,,comunidade em geral,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,
O,Conselho Tutelar,O Conselho Tutelar Jardim Helena,,Conselho Tutelar Jardim Helena,sim,,Rua Mandobi,32,Vila Helena,Jardim Helena,São Miguel Paulista,08081-550,São Paulo,(11),"2581-2210, Celular de Plantão: 97283-6675 / 97283-6729",,,,Assistência Social,Secretaria Municipal de Participação e Parceria,http://www.prefeitura.sp.gov.br/cidade/secretarias/participacao_parceria/conselhos/cmdca/conselhos_tutelares/zona_leste/index.php?p=1491,Conselhos Tutelares,30/07/2012,,Educação e Sustentabilidade,Proteção a criança e adolescente,Jardim Helena,Conselho Tutelar,sem ponto,,comunidade em geral,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,
O,Conselho Tutelar,O Conselho Tutelar São Miguel Paulista,,Conselho Tutelar São Miguel Paulista,sim,,Rua Dona Ana Flora Pinheiro de Souza,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,(11),"2956-9961/2956-5757, Celular de Plantão: 97283-6529 / 97283-6537",,,,Assistência Social,Secretaria Municipal de Participação e Parceria,http://www.prefeitura.sp.gov.br/cidade/secretarias/participacao_parceria/conselhos/cmdca/conselhos_tutelares/zona_leste/index.php?p=1491,Conselhos Tutelares,30/07/2012,,Educação e Sustentabilidade,Proteção a criança e adolescente,Vila Jacuí,Conselho Tutelar,sem ponto,,comunidade em geral,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,
O,Educação,O Centro Social Marista Robru,,Centro Social Marista Robru,sim,,Rua Areado,80,Jardim Robru,Vila Curuçá,Itaim Paulista,08150-210,São Paulo,(11),2514 8261,cei_robru@marista.org.br,,,Educação,,,,,,Educação e Sustentabilidade,Proteção a criança e adolescente,Vila Curuçá,,sem ponto,,crianças (4-6),crianças (7-12),adolescentes (13-17),,,,,,,,
O,Educação,A Sociedade de Ensino Profissional e Assistência Social - SEPAS ,,Sociedade de Ensino Profissional e Assistência Social - SEPAS ,sim,,Rua Salinas Mossoró,50,Vila Itaim,Jardim Helena,São Miguel Paulista,08190-490,São Paulo,(11),2583-4781,,http://sepaspju.blogspot.com.br,,Educação,,,,,,Educação e Sustentabilidade,Cursos profissionalizantes,Jardim Helena,Associação,sem ponto,,adolescentes (13-17),,,,,,,,,,
O,Educação,O Instituto Nova União da Arte,,Instituto Nova União da Arte,sim,,Rua Tancredo de Almeida Neves,87,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08072-035,São Paulo,(11),2058-0643/2297-3871,contato@novauniaodaarte.org.br,http://novauniaodaarte.org.br/,,Educação,,http://www.ftas.org.br/midia/publicacao_251.pdf,,,,Educação e Sustentabilidade,sem ponto,Vila Jacuí,Associação,,,comunidade em geral,,,,,,,,,,
O,Cultura,A Associação Cultural Beato José de Anchieta,,Associação Cultural Beato José de Anchieta,sim,,Praça Padre Aleixo Monteiro Mafra,10,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08011-010,São Paulo,(11),2032-3921,acbja@acbja.com,www.capeladesaomiguelarcanjo.blogspot.com,,Cultura e Arte,,http://www.ftas.org.br/midia/publicacao_251.pdf,,,,Educação e Sustentabilidade,sem ponto,São Miguel Paulista,Associação,,,comunidade em geral,,,,,,,,,,
O,Desenvolvimento comunitário,A Pastoral da Moradia,,Pastoral da Moradia,sim,,Praça Padre Aleixo Monteiro Mafra,11,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08011-010,São Paulo,(11),6429-5259/2546-5840,,,,Desenvolvimento comunitário,,,,,,Educação e Sustentabilidade,sem ponto,São Miguel Paulista,Associação,,,comunidade em geral,,,,,,,,,,
R,Idosos,A Associação Beneficente Irmã Idelfranca,Instituição de Longa Permanência para Idosos,Associação Beneficente Irmã Idelfranca,sim,,Avenida Doutor Décio de Toledo Leite,143,Jardim das Oliveiras,Itaim Paulista,Itaim Paulista,08111-220,São Paulo,(11),2567-4607 ,,,,Assistência Social,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/abril2012_1336597326.pdf,Idoso,31/07/2012,,Educação e Sustentabilidade,sem ponto,Itaim Paulista,Associação,,,idosos (>60),,,,,,,,,,
R,Idosos,O Núcleo de Convivência para Idosos está localizado na Associação Grupo Viva-Vida de Vila Curuçá Velha. Essa,Núcleo de Convivência para Idosos,Associação Grupo Viva-Vida de Vila Curuçá Velha,sim,,Rua Pedro Meira,s/n,Vila Curuçá,Vila Curuçá,Itaim Paulista,08030-500,São Paulo,(11),2016-5012,,,,Assistência Social,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/abril2012_1336597326.pdf,Idoso,31/07/2012,,Educação e Sustentabilidade,sem ponto,Vila Curuçá,,,,idosos (>60),,,,,,,,,,
O,ONG,A Instituição Beneficente Ação Univida,,Instituição Beneficente Ação Univida,sim,,Av João Batista Santiago,373,Parque Santa Rita                                           ,São Miguel Paulista,São Miguel Paulista,08150-030,São Paulo,(11),2511-5768/2511-0183,acaounivida@acaounivida.org.br,http://www.acaounivida.org.br,,Desenvolvimento comunitário,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/abril2012_1336597326.pdf,Ongs,31/07/2012,,Educação e Sustentabilidade,sem ponto,São Miguel Paulista,Associação,,,idosos (>60),crianças (4-6),crianças (7-12),adolescentes (13-17),comunidade em geral,,,,,,
O,ONG,A Associação Comunitária das Mulheres do Movimento Sem Terra,,Associação Comunitária das Mulheres do Movimento Sem Terra,sim,,Rua Padre Thomas Joseph Shea,25,Vila Nossa Senhora Aparecida,Vila Jacuí,São Miguel Paulista ,08150-030,São Paulo,(11),2544-2884/2544-3367,mulheres.semterra@gmail.com,,,Desenvolvimento comunitário,Prefeitura de São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/chamadas/abril2012_1336597326.pdf,Ongs,31/07/2012,,Educação e Sustentabilidade,sem ponto,Vila Jacuí,Associação,,,idosos (>60),crianças (4-6),crianças (7-12),adolescentes (13-17),comunidade em geral,,,,,,
